Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a8450="少年，想赚些外快吗？",f8450="干得好，这是给你的报酬！",c8450="要努力了哦，少年！",
a8451="少年，想赚些外快吗？",f8451="干得好，这是给你的报酬！",c8451="要努力了哦，少年！",
a8452="少年，想赚些外快吗？",f8452="干得好，这是给你的报酬！",c8452="要努力了哦，少年！",
a8453="少年，想赚些外快吗？",f8453="干得好，这是给你的报酬！",c8453="要努力了哦，少年！",
a8454="少年，想赚些外快吗？",f8454="干得好，这是给你的报酬！",c8454="要努力了哦，少年！",
a8455="少年，想赚些外快吗？",f8455="干得好，这是给你的报酬！",c8455="要努力了哦，少年！",
a8456="少年，想赚些外快吗？",f8456="干得好，这是给你的报酬！",c8456="要努力了哦，少年！",
a8457="少年，想赚些外快吗？",f8457="干得好，这是给你的报酬！",c8457="要努力了哦，少年！",
a8458="少年，想赚些外快吗？",f8458="干得好，这是给你的报酬！",c8458="要努力了哦，少年！",
a8459="少年，想赚些外快吗？",f8459="干得好，这是给你的报酬！",c8459="要努力了哦，少年！",
a8460="少年，想赚些外快吗？",f8460="干得好，这是给你的报酬！",c8460="要努力了哦，少年！",
a8461="少年，想赚些外快吗？",f8461="干得好，这是给你的报酬！",c8461="要努力了哦，少年！",
a8462="少年，想赚些外快吗？",f8462="干得好，这是给你的报酬！",c8462="要努力了哦，少年！",
a8463="少年，想赚些外快吗？",f8463="干得好，这是给你的报酬！",c8463="要努力了哦，少年！",
a8464="少年，想赚些外快吗？",f8464="干得好，这是给你的报酬！",c8464="要努力了哦，少年！",
a8465="少年，想赚些外快吗？",f8465="干得好，这是给你的报酬！",c8465="要努力了哦，少年！",
a8466="少年，想赚些外快吗？",f8466="干得好，这是给你的报酬！",c8466="要努力了哦，少年！",
a8467="少年，想赚些外快吗？",f8467="干得好，这是给你的报酬！",c8467="要努力了哦，少年！",
a8468="少年，想赚些外快吗？",f8468="干得好，这是给你的报酬！",c8468="要努力了哦，少年！",
a8469="少年，想赚些外快吗？",f8469="干得好，这是给你的报酬！",c8469="要努力了哦，少年！",
a8470="少年，想赚些外快吗？",f8470="干得好，这是给你的报酬！",c8470="要努力了哦，少年！",
a8471="少年，想赚些外快吗？",f8471="干得好，这是给你的报酬！",c8471="要努力了哦，少年！",
a8472="少年，想赚些外快吗？",f8472="干得好，这是给你的报酬！",c8472="要努力了哦，少年！",
a8473="少年，想赚些外快吗？",f8473="干得好，这是给你的报酬！",c8473="要努力了哦，少年！",
a8474="少年，想赚些外快吗？",f8474="干得好，这是给你的报酬！",c8474="要努力了哦，少年！",
a8475="少年，想赚些外快吗？",f8475="干得好，这是给你的报酬！",c8475="要努力了哦，少年！",
a8476="少年，想赚些外快吗？",f8476="干得好，这是给你的报酬！",c8476="要努力了哦，少年！",
a8477="少年，想赚些外快吗？",f8477="干得好，这是给你的报酬！",c8477="要努力了哦，少年！",
a8478="少年，想赚些外快吗？",f8478="干得好，这是给你的报酬！",c8478="要努力了哦，少年！",
a8479="少年，想赚些外快吗？",f8479="干得好，这是给你的报酬！",c8479="要努力了哦，少年！",
a8480="少年，想赚些外快吗？",f8480="干得好，这是给你的报酬！",c8480="要努力了哦，少年！",
a8481="少年，想赚些外快吗？",f8481="干得好，这是给你的报酬！",c8481="要努力了哦，少年！",
a8482="少年，想赚些外快吗？",f8482="干得好，这是给你的报酬！",c8482="要努力了哦，少年！",
a8483="少年，想赚些外快吗？",f8483="干得好，这是给你的报酬！",c8483="要努力了哦，少年！",
a8484="少年，想赚些外快吗？",f8484="干得好，这是给你的报酬！",c8484="要努力了哦，少年！",
a8485="少年，想赚些外快吗？",f8485="干得好，这是给你的报酬！",c8485="要努力了哦，少年！",
a8486="少年，想赚些外快吗？",f8486="干得好，这是给你的报酬！",c8486="要努力了哦，少年！",
a8487="少年，想赚些外快吗？",f8487="干得好，这是给你的报酬！",c8487="要努力了哦，少年！",
a8488="少年，想赚些外快吗？",f8488="干得好，这是给你的报酬！",c8488="要努力了哦，少年！",
a8489="少年，想赚些外快吗？",f8489="干得好，这是给你的报酬！",c8489="要努力了哦，少年！",
a8490="少年，想赚些外快吗？",f8490="干得好，这是给你的报酬！",c8490="要努力了哦，少年！",
a8491="少年，想赚些外快吗？",f8491="干得好，这是给你的报酬！",c8491="要努力了哦，少年！",
a8492="少年，想赚些外快吗？",f8492="干得好，这是给你的报酬！",c8492="要努力了哦，少年！",
a8493="此行关系重大，你要小心！",f8493="干得漂亮，诺……这是你应得的！",c8493="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8494="此行关系重大，你要小心！",f8494="干得漂亮，诺……这是你应得的！",c8494="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8495="此行关系重大，你要小心！",f8495="干得漂亮，诺……这是你应得的！",c8495="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8496="此行关系重大，你要小心！",f8496="干得漂亮，诺……这是你应得的！",c8496="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8497="此行关系重大，你要小心！",f8497="干得漂亮，诺……这是你应得的！",c8497="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8498="此行关系重大，你要小心！",f8498="干得漂亮，诺……这是你应得的！",c8498="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8499="此行关系重大，你要小心！",f8499="干得漂亮，诺……这是你应得的！",c8499="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8500="此行关系重大，你要小心！",f8500="干得漂亮，诺……这是你应得的！",c8500="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8501="此行关系重大，你要小心！",f8501="干得漂亮，诺……这是你应得的！",c8501="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8502="此行关系重大，你要小心！",f8502="干得漂亮，诺……这是你应得的！",c8502="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8503="此行关系重大，你要小心！",f8503="干得漂亮，诺……这是你应得的！",c8503="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8504="此行关系重大，你要小心！",f8504="干得漂亮，诺……这是你应得的！",c8504="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8505="此行关系重大，你要小心！",f8505="干得漂亮，诺……这是你应得的！",c8505="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8506="此行关系重大，你要小心！",f8506="干得漂亮，诺……这是你应得的！",c8506="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8507="此行关系重大，你要小心！",f8507="干得漂亮，诺……这是你应得的！",c8507="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8508="此行关系重大，你要小心！",f8508="干得漂亮，诺……这是你应得的！",c8508="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8509="此行关系重大，你要小心！",f8509="干得漂亮，诺……这是你应得的！",c8509="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8510="此行关系重大，你要小心！",f8510="干得漂亮，诺……这是你应得的！",c8510="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8511="此行关系重大，你要小心！",f8511="干得漂亮，诺……这是你应得的！",c8511="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8512="此行关系重大，你要小心！",f8512="干得漂亮，诺……这是你应得的！",c8512="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8513="此行关系重大，你要小心！",f8513="干得漂亮，诺……这是你应得的！",c8513="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8514="此行关系重大，你要小心！",f8514="干得漂亮，诺……这是你应得的！",c8514="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8515="此行关系重大，你要小心！",f8515="干得漂亮，诺……这是你应得的！",c8515="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8516="此行关系重大，你要小心！",f8516="干得漂亮，诺……这是你应得的！",c8516="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8517="此行关系重大，你要小心！",f8517="干得漂亮，诺……这是你应得的！",c8517="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
a8518="此行关系重大，你要小心！",f8518="干得漂亮，诺……这是你应得的！",c8518="小心那些无处不在的劫匪！物资丢了可是要扣报酬的哦！",
